бона;veličanstven;velký;store;grand;grand;grand;suuri;grandiose;groß;grand;nagy;mhór;grande;Lielā;didysis;grouss;grand;wielki;grande;becne;jurjev;gran;stors
топка;lopta;koule;kugle;bal;ball;ball;pallo;balle;Kugel;μπάλα;labda;liathróid;palla;bumba;kamuoliukas;ball;logħob;piłka;bola;guľa;kroglični;bola;boll
още;još;ještě;endnu;nog;yet;veel;vielä;encore;noch;ακόμη;még;fós;ancora;vēl;dar;nach;għadhom;jeszcze;ainda;ešte;še;aún;ännu
вълна;val;vlna;bølge;wave;wave;laine;aalto;vague;Welle;κύμα;hullám;tonn;onda;vilnis;banga;laangwelleg;mewġa;fala;onda;vlna;val;ola;våg
пуснете;ispustiti;pokles;drop;laten vallen;drop;tilk;pudota;tomber;fallen;πτώση;csepp;titim;cadere;piliens;lašas;lëscht;qatra;upuścić;cair;pokles;spusti;caer;släpp
сърце;srce;srdce;hjerte;hart;heart;süda;sydän;cœur;Herz;καρδιά;szív;croí;cuore;sirds;širdis;häerz;qalb;serce;coração;srdce;srce;corazón;hjärta
съм;ja;am;am;ben;am;olen;am;h;Uhr;είμαι;am;rn;am;am;pm;auer;am;am;am;am;am;am;jag
настоящото;prisutna;přítomen;til stede;aanwezig;present;praegu;nykyinen;présent;vorhanden;παρόν;jelenlegi;i láthair;presente;dāvana;metu;presentéieren;preżenti;Niniejszy;presente;prítomný;prisoten;presente;föreliggande
тежък;teško;těžký;tung;zwaar;heavy;raske;raskas;lourd;schwer;βαριά;nehéz;trom;pesante;smags;sunkus;schwéierindustrie;tqil;ciężki;pesado;ťažká;težka;pesada;tung
танц;ples;tanec;dans;dans;dance;tants;tanssi;danse;Tanz;χορού;tánc;rince;danza;deja;šokis;danz;żfin;taniec;dança;tanec;ples;danza;dans
двигател;motor;motor;motor;motor;engine;mootori;moottori;moteur;Motor;κινητήρας;motor;inneall;motore;dzinējs;variklis;moteur;magna;silnik;motor;motor;motor;motor;motor
позиция;položaj;pozice;stilling;positie;position;asend;asema;position;Position;θέση;pozíció;seasamh;posizione;pozīciju;pozicija;positioun;pożizzjoni;stanowisko;posição;pozície;položaj;posición;ställning
ръка;ruka;paže;armen;arm;arm;arm;varsi;bras;Arm;μπράτσο;kar;lámh;braccio;roku;ranka;aarm;driegħ;ramię;braço;paže;ročica;brazo;beväpnar
широк;širok;široký;bred;breed;wide;suur;leveä;large;breit;ευρύ;széles;ar fud an;ampio;plašs;pločio;verhënnert;wiesgħa;szeroki;ampla;široký;široka;amplio;bred
платно;jedro;plachta;sejl;zeil;sail;puri;purje;voile;Segel;ιστίο;vitorla;seol;vela;bura;burė;segelen;qlugħ;żagiel;vela;plachta;jadra;vela;segel
материали;materijal;materiál;materiale;materiaal;material;materjal;materiaali;matériel;Material;υλικό;anyagi;ábhar;materiale;materiāls;medžiaga;material;materjal;materiał;material de;materiál;Material;materiales;materialet
фракция;razlomak;část;fraktion;fractie;fraction;fraktsioon;osa;fraction;Fraktion;κλάσμα;frakció;chodán;frazione;daļa;frakcija;fraktioun;frazzjoni;frakcja;fração;časť;frakcija;fracción;fraktion
гора;šuma;les;skov;bos;forest;metsa;metsä;forêt;Wald;δάσος;erdő;foraoise;foresta;mežs;miškas;bësch;foresta;las;floresta;les;gozd;bosque;skog
седя;sjediti;sedět;sidde;zitten;sit;istuda;istua;s’asseoir;sitzen;καθίσει;ül;suí;sedersi;sēdēt;sėdėti;sëtzt;ipoġġu;siedzieć;sentar-se;sedieť;sit;sentarse;sitta
раса;utrka;závod;løb;ras;race;rassi;kilpailu;course;Rennen;φυλή;verseny;cine;gara;skrējiens;varžybos;course;razza;wyścig;corrida;závod;rase;carrera;ras
прозорец;prozor;okno;vindue;venster;window;aken;ikkuna;fenêtre;Fenster;παράθυρο;ablak;fuinneog;finestra;logu;langas;fënster;tieqa;okno;janela;okno;okno;ventana;fönster
магазин;trgovina;obchod;butik;winkel;store;Kauplus;myymälä;magasin;Speicher;κατάστημα;üzlet;siopa;negozio;veikals;parduotuvė;store;maħżen;sklep;loja;obchod;Trgovina;tienda;lagra
лято;ljeto;léto;sommer;zomer;summer;suvel;kesä;été;Sommer;καλοκαίρι;nyár;samhradh;estate;vasara;vasara;summer;sajf;lato;verão;leto;poletje;verano;sommar
влак;vlak;vlak;tog;trein;train;rong;juna;train;Zug;τρένο;vonat;traein;treno;vilciens;traukinys;zuch;ferrovija;pociąg;trem;vlak;vlak;tren;tåg
сън;spavanje;spánek;søvn;slaap;sleep;uni;uni;sommeil;Schlaf;ύπνου;alvás;codlata;sonno;miegs;miegas;schlof;irqad;sen;sono;spánok;spanja;sueño;sömn
докаже;dokazati;ukázat;bevise;bewijzen;prove;tõestama;todistaa;prouver;beweisen;αποδειχθούν;bizonyít;chruthú;dimostrare;izrādīties;įrodyti;beweise;jipprova;dowieść;provar;ukázať;dokazati;demostrar;bevisa
самотен;usamljeni;osamělý;enlig;eenzame;lone;üksildane;yksinäinen;seul;einsam;μοναχικός;magányos;aonaracha;solitario;vientuļš;vienišas;kommissiounen;isolati;samotny;solitário;osamelý;samoten;solitario;ensam
крак;noga;noha;ben;been;leg;jalg;jalka;jambe;Bein;πόδι;láb;cos;gamba;kāja;koja;been;riġel;mecz;perna;noha;leg;pierna;ben
упражнение;vježba;cvičení;motion;oefening;exercise;kasutamise;liikunta;exercice;Übung;άσκηση;gyakorlat;a fheidhmiú;esercizio;vingrinājums;pratimas;trainéieren;eżerċizzju;ćwiczenie;exercício;cvičenie;vadba;ejercicio;övning
стена;zid;zeď;væg;muur;wall;seina;seinä;mur;Wand;τοίχο;fal;balla;muro;siena;sienos;mauer;ħajt;ściana;parede;múr;stena;pared;vägg
улова;ulov;úlovek;fangst;vangst;catch;saak;saalis;capture;Fang;σύλληψη;fogás;ghabháil;prendere;loms;laimikis;verdreiwen;qabda;catch;captura;úlovok;ulov;capturas;fångst
монтиране;Planina;držák;monteringstid;berg;mount;mount;mount;monture;Berg;mount;tartó;mount;monte;kalns;kalno;montéierung;impunjazzjoni;mocowanie;mount;mount;Nastavek;monte;fäste
Иска;želite;přání;ønske;wensen;wish;soovida;toivottaa;souhaiter;wünschen;επιθυμούν;szeretnék;Is mian;desiderio;vēlēties;norėti;wënschen;tixtieq;chcieć;desejo;želanie;želja;desear;vill
небе;nebo;obloha;himmel;hemel;sky;taevas;taivas;ciel;Himmel;ουρανό;ég;spéir;cielo;debesis;dangus;himmel;sema;niebo;céu;obloha;nebo;cielo;himmelsblå
борда;peglanje;deska;bord;boord;board;juhatus;lauta;conseil;Board;χαρτόνι;tábla;bord;pensione;dēlis;lenta;verwaltungsrot;abbord;wyżywienie;conselho;doska;penzion;bordo;ombord
радост;radost;radost;glæde;vreugde;joy;rõõm;ilo;joie;Freude;χαρά;öröm;áthas;gioia;prieks;džiaugsmas;glécksgefill;ferħ;radość;alegria;radosť;joy;alegría;glädje
зимата;zima;zimní;vinter;de winter;winter;talv;talvi;hiver;Winter;χειμώνας;tél;gheimhridh;inverno;ziema;žiema;wanter;xitwa;zima;inverno;zimné;zima;invierno;vinter
сб;SAT;nasycený;Lør;zat;sat;sat;kyll;sat;sa;Σαβ;ült;shuigh;sat;sat;sat;deputéierten;sib;nasyconym;sat;satelitom;sat;satélite;satellit
писмен;napisano;písemná;skriftlig;geschreven;written;kirjalik;kirjallinen;écrit;geschrieben;γραπτή;írott;scríofa;scritto;rakstisks;parašyta;schrëftlech;miktub;napisane;escrito;písomná;pisna;escrito;skriven
див;divlja;divoký;vild;wild;wild;looduses;villi;sauvage;wilden;άγρια;vad;fiáin;selvaggio;savvaļā;laukinis;wëllschwäin;selvaġġi;dziki;selvagem;divoký;divje;salvaje;vild
инструмент;instrument;nástroj;redskab;instrument;instrument;instrument;väline;instrument;Instrument;οργάνου;eszköz;ionstraim;strumento;instrumentam;priemonė;instrument;istrument;instrument;instrumento;nástroj;inštrument;instrumento;instrumentet
съхраняват;zadržao;stále;holdt;gehouden;kept;hoida;säilytettävä;conservé;gehalten;φυλάσσονται;tartott;choimeád;tenere;tur;laikomi;huet;miżmuma;utrzymane;guardado;stále;hrani;guardado;hålls
стъкло;staklo;sklo;glas;glas;glass;klaas;lasi;verre;Glas;ποτήρι;üveg;gloine;vetro;stikls;stiklas;glas;ħġieġ;szkła;vidro;sklo;steklo;vidrio;glas
трева;trava;tráva;græs;gras;grass;muru;ruoho;herbe;Gras;γρασίδι;fű;féar;erba;zāle;žolė;ausgerëtscht;ħaxix;trawka;grama;tráva;trava;hierba;gräs
крава;krava;kráva;ko;koe;cow;lehm;lehmä;vache;Kuh;αγελάδα;tehén;bó;mucca;govs;karvė;waaser;baqra;krowa;vaca;krava;krava;vaca;ko
работа;posao;práce;job;werk;job;töö;työ;emploi;Arbeit;δουλειά;munka;post;lavoro;darbs;darbas;aarbecht;xogħol;praca;trabalho;práca;delo;trabajo;jobb
ръб;rub;hrana;kant;edge;edge;äär;reuna;bord;Rand;άκρο;él;imeall;bordo;mala;kraštas;wäitschoss;tarf;krawędź;borda;hrana;rob;borde;kanten
знак;znak;znamení;tegn;teken;sign;märk;merkki;signe;Zeichen;πινακίδα;jel;comhartha;segno;zīme;ženklas;z’ënnerschreiwen;sinjal;znak;sinal;znamenie;znamenje;signo;tecken
посещение;posjet;návštěva;besøg;bezoek;visit;Visiidi;Vierailun;visite;Besuch;επίσκεψη;látogatás;cuairt a thabhairt ar;visita;apmeklējums;apsilankymas;visite;żjara;wizyta;visita;návšteva;obisk;visita;besök
минало;prošlost;kolem;fortid;verleden;past;varem;ohi;passé;Vergangenheit;παρελθόν;múlt;am atá thart;passato;pagātne;praeitis;vergaangenheet;passat;przeszłość;passado;okolo;mimo;pasado;förbi
мека;mekan;měkké;blød;zachte;soft;pehme;pehmeä;doux;weich;μαλακός;puha;bog;morbido;mīksts;minkštas;mëll;soft;miękkie;suave;mäkké;mehki;suave;mjuk
забавно;zabava;zábava;sjov;lol;fun;lõbus;hauskaa;amusement;Spaß;διασκέδαση;tréfa;spraoi;divertimento;jautrība;malonumas;spaass;gost;zabawy;diversão;zábava;zabavno;diversión;kul
ярък;svijetle;světlý;lyse;heldere;bright;ere;kirkas;clair;hell;φωτεινό;fényes;geal;luminoso;spilgti;šviesus;schéin;bright;jasny;brilhante;svetlý;svetla;brillante;ljust
газ;plin;plyn;gas;gas;gas;gaasi;kaasu;gaz;Gases;αερίου;gáz;gáis;gas;gāze;dujos;gas;gass;gaz;gás;plyn;plin;gas;gas
Прогноза за времето;vremenska prognoza;počasí;vejr;weer;weather;Ilm;sää;temps;Wetter;καιρός;Időjárás;aimsir;tempo;laika;oras;wiederstatioun;temp;pogoda;tempo;počasie;vreme;tiempo;väder
месеца;mjesec;měsíc;måned;maand;month;kuu;kuukausi;mois;Monat;μήνα;hónap;mí;mese;mēnesis;mėnesį;mount;xahar;miesiąc;mês;mesiac;mesec;mes;månad
милиона;milijuna;milionů;millioner;miljoen;million;miljonit;miljoona;million;Million;εκατομμύρια;millió;milliún;milione;miljons;milijonas;milliounen;miljun;milion;milhão;miliónov;milijonov;millones;miljoner
понесе;snositi;nést;bære;dragen;bear;kandma;bear;porter;tragen;φέρουν;medve;iompróidh;sopportare;nest;būti;bier;iġorru;niedźwiedź;suportar;nesú;nosi;soportar;bära
завършеност;finiš;úprava;slut;afwerking;finish;viimistlus;viimeistely;finition;Finish;φινίρισμα;befejez;chríochnú;finitura;apdare;apdaila;virum;finitura;wykończenie;acabamento;úprava;konča;acabado;yta
щастлив;sretna;šťastný;glad;happy;happy;õnnelik;onnellinen;heureux;glücklich;ευτυχισμένος;boldog;sásta;felice;laimīgs;laimingas;glécklech;kuntenti;szczęśliwy;feliz;šťastný;srečen;feliz;lycklig
Надявам се,;nadam;doufám, že;håber;hopen;hope;loodan;Toivottavasti;espoir;hoffen;ελπίζω;remény;Tá súil;speranza;cerība;tikiuosi;hoffen;tama;nadzieję;Esperamos;nádeje;upam,;esperanza;hoppas
цвете;cvijet;květina;blomst;bloem;flower;lill;kukka;fleur;blume;λουλούδι;virág;bláth;fiore;zieds;gėlė;kiischtebléieschau;fjura;kwiat;flor;kvetina;cvet;flor;blomma
облече;odijevate;oblékli;iklæde;kleden;clothe;riietama;vaatettaa;vêtir;kleiden;ντύσει;öltöztet;clothe;vestire;ietērpt;aprengti;unzedoe;b’saqaf;odziać;vestir;obliekli;oblekli;vestir;kläder
странен;čudno;podivný;mærkelig;vreemd;strange;kummaline;outo;étrange;seltsam;παράξενα;furcsa;aisteach;strano;dīvains;keista;komësch;stramba;dziwny;estranho;podivný;čudno;extraño;främmande
изчезнал;Otišli;pryč;væk;weg;gone;Möödas;poissa;disparu;Vorbei;φύγει;elmúlt;imithe;gone;aizgājuši;dingo;eriwwer;marret;Odszedł;gone;preč;odšli;se ha ido;borta
търговия;trgovina;obchod;handel;handel;trade;kaubandus;kauppa;commerce;Handel;εμπόριο;kereskedelem;trádáil;commercio;tirdzniecība;prekyba;handel;kummerċ;handel;comércio;obchod;trgovina;comercio;handel
мелодия;melodija;melodie;melodi;melodie;melody;meloodia;melodia;mélodie;Melodie;μελωδία;dallam;séis;melodia;melodija;melodija;ouverture;melodija;melodia;melodia;melódie;melodijo;melodía;melodi
пътуване;putovanje;výlet;tur;reis;trip;reis;matka;voyage;Reise;ταξίδι;utazás;turas;viaggio;brauciens;Kelionės;rees;vjaġġ;wycieczka;viagem;výlet;izlet;viaje;resa
офис;ured;kancelář;kontor;kantoor;office;kontor;toimisto;bureau;Büro;γραφείο;iroda;oifig;ufficio;birojs;biuras;büro;uffiċċju;biuro;escritório;kancelária;pisarna;oficina;kontor
получавате;dobiti;přijmout;modtage;ontvangen;receive;saada;vastaanottaa;recevoir;empfangen;λαμβάνω;kap;fháil;ricevere;saņem;gauti;kréien;jirċievu;otrzymać;receber;príjem;prejemanje;recibir;motta
ред;red;řádek;række;rij;row;rida;rivi;rangée;Reihe;σειρά;sor;as a chéile;fila;rinda;eilė;rudderen;ringiela;wiersz;linha;riadok;vrstica;fila;rad
устата;usta;v ústech;mund;mond;mouth;suu;suu;bouche;Mund;το στόμα;száj;béal;bocca;mute;burna;mond;ħalq;usta;boca;v ústach;usta;boca;mun
Точната;točno;přesný;eksakt;exacte;exact;täpne;tarkka;exact;genau;ακριβής;pontos;cruinn;esatto;precīzu;tikslus;genau;eżatt;dokładny;exata;presné;natančen;exacta;exakta
символ;simbol;symbol;symbolet;symbool;symbol;sümbol;symboli;symbole;Zeichen;σύμβολο;szimbólum;siombail;simbolo;simbols;simbolis;symbol;simbolu;symbol;símbolo;symbol;simbol;símbolo;symbol
умре;umrijeti;zemřít;dø;sterven;die;surra;die;mourir;sterben;πεθαίνω;meghal;bás;morire;nomirt;mirti;stierwen;jmutu;śmierć;morrer;zomrieť;die;morir;dö
-малко;najmanji;nejméně;mindst;minste;least;vähemalt;vähiten;moins;am wenigsten;τουλάχιστον;legkevésbé;ar a laghad;meno;vismaz;mažiau;mannst;inqas;najmniej;menos;najmenej;vsaj;menos;minst
беда;nevolja;problémy;besvær;problemen;trouble;hädas;ongelmia;difficulté;Ärger;πρόβλημα;baj;dtrioblóid;difficoltà;nepatikšanas;bėda;Ierger;trouble;kłopot;dificuldade;ťažkosť;Težava;problema;besvär
вик;povik;křičet;råbe;schreeuw;shout;shout;huutaa;cri;Schrei;κραυγή;kiáltás;shout;shout;kliegt;šaukti;gefaang;shout;krzyk;grito;kričať;vzklik;grito;rop
с изключение на;osim;mimo;undtagen;behalve;except;välja arvatud;paitsi;sauf;außer;εκτός;kivéve;ach amháin;tranne;izņemot;išskyrus;ausser;ħlief;z wyjątkiem;exceto;s výnimkou;razen;excepto;utom
пише;pisao;napsal;skrev;schreef;wrote;kirjutas;kirjoitti;écrit;schrieb;έγραψε;írta;Scríobh;ha scritto;rakstīja;rašė;geschriwwen;kiteb;napisał;escreveu;napísal;napisal;escribió;skrev
семена;sjeme;semínko;frø;zaad;seed;seeme;siemen;semence;Samen;σπόρων;mag;síol;seme;sēkla;sėklos;som;żerriegħa;nasion;semente;semeno;seme;semilla;frö
тон;ton;tón;tone;toon;tone;toon;sävy;ton;Ton;τόνος;tónus;ton;tono;tonis;tonas;ervirhiewen;tone;ton;tom;tón;tona;tono;ton
присъединят;pridruže;připojit se;slutte;toetreden tot;join;liituda;yhtyä;joindre;beitreten;ένωση;csatlakozik;páirt a;aderire;pievienoties;prisijungti;anzeschreiwen;jissieħbu;dołączyć;juntar-se;spojiť;pridružite;unirse;ansluta
Предлагам;predložiti;naznačují,;tyder;suggereren;suggest;soovitan;ehdottaa;suggérer;vorschlagen;προτείνουν;javasol;fios;suggerire;iesaku;pasiūlyti;proposéiere;jissuġġerixxu;sugerują,;sugerir;navrhnúť;predlagam;sugerir;föreslår
чиста;čist;čistý;ren;schoon;clean;puhas;puhtaita;propre;sauber;καθαρό;tiszta;glan;pulito;tīrs;švarus;propper;nadif;czyste;limpo;čistý;čist;limpia;ren
почивка;pauza;přestávka;pause;break;break;break;tauko;pause;Pause;διάλειμμα;szünet;sos;pausa;pārtraukums;pertrauka;ennerbriechung;waqfa;przerwa;pausa;prestávka;odmor;rotura;paus
дама;dama;dáma;dame;dame;lady;lady;lady;dame;Dame;η κυρία;hölgy;bhean;signora;dāma;panele;fra;mara;pani;senhora;dáma;lady;dama;damen
двор;dvorište;dvůr;værftet;yard;yard;õu;piha;cour;Hof;αυλή;udvar;clós;cantiere;yard;kiemas;haff;tarzna;stoczni;quintal;dvore;dvorišče;patio;gård
покачва;rasti;stoupat;stige;stijgen;rise;tõusma;nousta;augmenter;steigen;αυξηθεί;emelkedik;ardú;salire;pieaugt;padidės;klammen;lok;wzrosnąć;subir;stúpať;narašča;aumentando;stiga
лошо;loše;špatný;dårlig;slecht;bad;halb;huono;mauvais;schlecht;κακό;rossz;dona;male;slikti;blogas;schlecht;ħażina;zły;ruim;zlý;slabo;mal;dålig
удар;udarac;rána;slag;klap;blow;löök;puhallus;coup;Schlag;χτύπημα;csapás;buille;colpo;trieciens;smūgis;nidderzeloossen;daqqa;cios;golpe;rana;pihalnega;golpe;smäll
масло;ulje;olej;olie;olie;oil;õli;öljy;huile;Öl;πετρελαίου;olaj;ola;olio;eļļa;alyva;ueleg;żejt;olej;óleo;olej;olje;aceite;olja
кръв;krv;krev;blod;bloed;blood;veri;veri;sang;Blut;αίμα;vér;fuil;sangue;asinis;kraujo;blutt;demm;krwi;sangue;krv;krvi;sangre;blod
докосвайте;touch;touch;røre;aanraken;touch;puudutage;koskettaa;toucher;berühren;αγγίζετε;érintés;teagmháil;toccare;pieskarieties;paliesti;déngschtleeschtunge;tmissx;dotknąć;tocar;dotyk;dotikajte;tocar;Rör
израснал;rastao;rostl;voksede;groeide;grew;kasvas;kasvoi;a augmenté;wuchs;μεγάλωσε;nőtt;D’fhás;è cresciuto;pieauga;augo;gewuess;kiber;wzrosła;cresceu;rástol;rasla;creció;växte
сто;posto;centy;procent;procent;cent;senti;sentti;cent;Cent;σεντ;cent;cent;cent;centu;centas;cent;ċenteżmu;centów;cento;centov;centov;ciento;cent
смесвам;mix;mix;mix;mengen;mix;mix;sekoittaa;mélanger;mischen;αναμίξτε;mix;meascán;mescolare;samaisa;maišyti;mix;taħlita;mix;misturar;mix;premešamo;mezclar;blanda
екип;tim;tým;hold;team;team;meeskond;joukkue;équipe;Mannschaft;Η ομάδα;csapat;fhoireann;team;komanda;komanda;team;tim;zespół;equipe;tím;ekipa;equipo;lag
тел;žica;drát;ledning;draad;wire;juhe;lanka;fil;Draht;σύρμα;drót;sreang;filo;stieple;vielos;drot;wajer;drut;fio;drôt;žica;alambre;tråd
цена;trošak;náklady;omkostninger;kosten;cost;maksumus;kustannukset;coût;Kosten;κόστος;költség;costas;costo;izmaksas;kaina;kascht;ispiża;koszt;custo;náklady;stroški;costo;kostnad
загубени;izgubljen;ztratil;tabt;verloren;lost;kadunud;menetetty;perdu;verloren;χαμένος;elveszett;caillte;perso;zaudējis;prarado;verluer;mitlufa;stracony;perdido;stratil;izgubil;perdido;förlorat
кафяв;smeđa;hnědá;brun;bruin;brown;pruun;ruskea;brun;braun;καφέ;barna;donn;marrone;brūns;rudi;brong;kannella;brązowy;marrom;hnedá;rjava;marrón;brun
износване;nosite;opotřebení;slid;dragen;wear;kandma;kuluminen;porter;tragen;φθορά;kopás;chaitheamh;indossare;valkāt;dėvėti;opléisen;jilbsu;nosić;desgaste;oblečenie;nosite;desgaste;slitage
градина;vrt;zahrada;haven;tuin;garden;aed;puutarha;jardin;Garten;κήπο;kert;gairdín;giardino;dārzs;sodas;gaart;ġnien;ogród;jardim;záhrada;vrt;jardín;trädgård
равен;jednaka;rovná;lige;gelijk;equal;võrdne;yhtäläinen;égal;gleich;ίση;egyenlő;comhionann;pari;vienāds;lygūs;gläichberechtegt;ugwali;równy;igual;rovná;enako;igual;lika
изпрати;poslao;poslal;sendt;verzonden;sent;saatis;lähetetty;expédié;gesendet;αποστέλλονται;küldött;sheoladh;inviato;nosūtīts;siunčiami;geschéckt;mibgħuta;wysłany;enviado;poslal;poslano;enviado;skickat
избирам;odaberite;vybrat;vælge;kiezen;choose;vali;valita;choisir;wählen;επιλέξτε;választani;roghnaigh;scegliere;izvēlēties;pasirinkti;decidéieren;jagħżlu;wybrać;escolher;vybrať;izberite;elegir;välja
падна;pao;klesl;faldt;viel;fell;langes;laski;est tombé;fiel;έπεσε;esett;thit;caduto;samazinājās;sumažėjo;gefall;waqgħet;spadła;caiu;spadol;padel;cayó;föll
поберат;pristajati;fit;passe;passen;fit;sobi;sovittaa;s’adapter;passen;ταιριάζει;megfelelő;oiriúnach;adattarsi;piemērots;tinka;fit;tajbin;pasować;caber;nosenie;fit;encajar;passa
дебит;protok;průtok;flow;stromen;flow;voolama;virtaus;débit;fließen;ροή;folyik;sreabhadh;flusso;plūsmas;tekėti;onkontrolléiert;fluss;płynąć;fluir;prietok;tok;fluir;flöde
справедлив;fer;veletrh;retfærdig;eerlijk;fair;õiglane;oikeudenmukainen;juste;Messe;δίκαιος;vásár;cóir;fiera;godīgi;sąžininga;fair;ġust;sprawiedliwy;feira;veľtrh;poštena;justo;verkligt
банка;banka;banka;bank;bank;bank;pank;pankki;banque;Bank;τράπεζα;bankot;banc;banca;banka;bankas;bank;bank;Bank;banco;banka;banka;banco;bank
събира;prikupiti;sbírat;indsamle;verzamelen;collect;koguda;kerätä;recueillir;sammeln;συλλέγουν;gyűjt;bhailiú;raccogliere;savākt;rinkti;sammelen;jiġbru;zbierać;recolher;zbierať;zbiranje;recoger;samla
запишете;spasiti;uložit;spare;besparen;save;säästa;tallentaa;sauver;sparen;αποθηκεύσετε;kivéve;shábháil;salvare;glābt;išsaugoti;spueren;jiffranka;oszczędzać;salvar;uložiť;shranite;guardar;spara
контрол;kontrola;ovládání;kontrol;controle;control;kontroll;ohjaus;contrôle;Kontrolle;ελέγχου;vezérlés;rialú;controllo;kontrole;valdymas;kontroll;kontroll;kontrola;controle;ovládanie;nadzor;el control;kontroll
десетични;decimale;desetinná;decimal;decimaal;decimal;kohaga;desimaalin;décimal;dezimal;δεκαδικό;decimális;dheachúlach;decimale;decimāldaļskaitlis;dešimtainis;dezimalzuel;informazzjoni;dziesiętny;decimal;desatinné;decimalno;decimal;decimala
ухото;uho;ucho;øre;oor;ear;kõrva;korva;oreille;Ohr;αυτί;fül;cluas;orecchio;auss;ausis;ouer;widna;ucho;ouvido;ucho;uho;oído;örat
другаде;drugo;jiný;andet;anders;else;teine;muu;autre;sonst;άλλος;más;eile;altro;cits;kitas;soss;inkella;więcej;mais;iný;ostalo;demás;annars
съвсем;sasvim;docela;helt;heel;quite;üsna;melko;tout à fait;ganz;αρκετά;egészen;go leor;abbastanza;diezgan;gana;relativ;pjuttost;całkiem;bastante;celkom;precej;bastante;ganska
проби;razbio;zlomil;brød;brak;broke;murdis;rikkoi;cassé;pleite;έσπασε;tört;bhris;rotto;izputējis;sumušė;fräi;kissru;złamał;quebrado;zlomil;zlomil;rompió;bröt
случай;slučaj;pouzdro;tilfælde;geval;case;puhul;asia;cas;Fall;περίπτωση;ügy;cás;caso;case;atveju;fall;każ;sprawa;caso;puzdro;primer;caso;fall
средна;srednji;střední;midten;midden;middle;keskel;keskellä;milieu;Mitte;μέση;középső;lár;mezzo;vidus;vidurys;mëtt;nofs;średniej;meio;stredná;middle;medio;mitten
убие;ubiti;zabít;dræbe;doden;kill;tappa;tappaa;tuer;töten;σκοτώνουν;megöl;mharú;uccidere;nogalināt;nužudyti;ëmzebréngen;joqtlu;zabić;matar;zabiť;ubiti;matar;döda
син;sin;syn;søn;zoon;son;poeg;poika;fils;Sohn;Ο γιος;fiú;mac;figlio;dēls;sūnus;jong;iben;syn;filho;syn;sin;hijo;son
езеро;jezero;jezero;sø;meer;lake;järve;järvi;lac;See;λίμνη;tó;loch;lago;ezers;ežeras;séi;lag;jezioro;lago;jazero;jezero;lago;sjö
момент;trenutak;chvíle;øjeblik;momenteel;moment;Praegu;hetki;moment;Moment;στιγμή;pillanat;nóiméad;momento;brīdis;akimirka;moment;mument;chwilę;momento;áska;trenutek;momento;ögonblick
мащаб;razmjera;stupnice;skala;schaal;scale;skaala;asteikko;échelle;Maßstab;κλίμακα;skála;scála;scala;skala;skalė;skala;iskala;skala;escala;stupnice;lestvica;escala;skala
силен;glasno;hlasitý;højt;luid;loud;vali;äänekäs;fort;laut;δυνατά;hangos;glórach;forte;skaļi;garsiai;haart;qawwi;głośno;alto;hlasný;glasno;fuerte;högt
пролетта;proljeće;na jaře;fjeder;voorjaar;spring;aasta kevadel;kevät;printemps;Frühling;άνοιξη;tavasz;earrach;primavera;pavasaris;pavasaris;fréijoer;rebbiegħa;wiosna;primavera;na jar;pomlad;primavera;fjäder
спазвайте;promatrati;pozorovat;observere;waarnemen;observe;kinni;tarkkailla;observer;beobachten;παρατηρώ;tartsa;breathnú ar;osservare;novērot;stebėti;observéieren;josservaw;obserwować;observar;pozorovať;opazovati;observar;observera
дете;dijete;dítě;barn;kind;child;laps;lapsi;enfant;Kind;παιδί;gyermek;leanbh;bambino;bērns;vaikas;kand;tfal;dziecko;criança;dieťa;otrok;niño;barn
направо;ravno;rovný;lige ud;straight;straight;sirge;suora;droit;gerade;ευθεία;egyenes;díreach;dritto;taisni;tiesiai;riichtaus;dritta;prosto;reta;rovný;naravnost;recta;rak
съгласна;suglasnika;souhláska;konsonant;medeklinker;consonant;kaashäälik;konsonantti;consonne;Konsonant;σύμφωνο;mássalhangzó;consan;consonante;līdzskanis;priebalsis;konsonant;konsonanti;spółgłoska;consoante;spoluhláska;soglasnikom;consonante;konsonant
нация;nacija;národ;nation;natie;nation;rahvas;kansakunta;nation;Nation;έθνος;nemzet;náisiún;nazione;tauta;tauta;natioun;nazzjon;naród;nação;národ;narod;nación;nation
речник;rječnik;slovník;ordbog;woordenboek;dictionary;sõnastik;sanakirja;dictionnaire;Wörterbuch;λεξικό;szótár;foclóir;dizionario;vārdnīca;žodynas;këscht;dizzjunarju;Słownik;dicionário;slovník;slovar;diccionario;ordbok
мляко;mlijeko;mléko;mælk;melk;milk;piim;maito;lait;milch;γάλα;tej;bainne;latte;piens;pienas;mëllech;ħalib;mleko;leite;mlieko;mleko;leche;mjölk
скорост;brzina;rychlost;hastighed;snelheid;speed;kiirus;nopeus;vitesse;Geschwindigkeit;ταχύτητα;sebesség;luas;velocità;ātrums;greitis;vitesse;veloċità;prędkość;velocidade;rýchlosť;hitrost;velocidad;hastighet
метод;način;metoda;metode;methode;method;meetod;menetelmä;méthode;Verfahren;μέθοδος;módszer;modh;metodo;metode;metodas;method;metodu;metoda;método;metóda;metoda;método;metod
